productName,HS92_code,countryTrade,worldTrade,valueRCA,sector,countryTrade_M,worldTrade_M,worldTrade_B,code,year,valuePCI
Equipment for temperature change of materials,8419 HS92,$1.41B,$39.3B,2.66,Machinery,1410,39300,39.3,8419,2018,1.5964361
"Calendering or other rolling machines, other than for metals or glass",8420 HS92,$57.6M,$1.49B,3.01,Machinery,57.6,1490,1.49,8420,2018,1.4368372
Centrifuges,8421 HS92,$555M,$66.7B,0.614,Machinery,555,66700,66.7,8421,2018,1.0992431999999999
Dish washing machines,8422 HS92,$745M,$30.9B,1.79,Machinery,745,30900,30.9,8422,2018,0.7808771
Weighing machinery,8423 HS92,$93.7M,$4.28B,1.63,Machinery,93.7,4280,4.28,8423,2018,0.88154787
Sprays and powder dispersers,8424 HS92,$342M,$19.9B,1.28,Machinery,342,19900,19.9,8424,2018,1.1926867
Pulleys and winches,8425 HS92,$57.3M,$7.22B,0.591,Machinery,57.3,7220,7.22,8425,2018,0.46689597
Ships' derricks; cranes,8426 HS92,$29.0M,$14.0B,0.152,Machinery,29,14000,14,8426,2018,-0.2009716
Fork-lift trucks,8427 HS92,$25.6M,$19.7B,0.0951,Machinery,25.6,19700,19.7,8427,2018,1.5883183
Other lifting machinery,8428 HS92,$511M,$32.2B,1.18,Machinery,511,32200,32.2,8428,2018,1.146109
"Self-propelled bulldozers, excavators and road rollers",8429 HS92,$108M,$47.3B,0.168,Machinery,108,47300,47.3,8429,2018,0.41767719999999997
"Other moving, excavating or boring machinery",8430 HS92,$39.2M,$11.1B,0.258,Machinery,39.2,11100,11.1,8430,2018,-0.48133332
Parts for use with hoists and excavation machinery,8431 HS92,$373M,$56.1B,0.49,Machinery,373,56100,56.1,8431,2018,0.7810187
Machinery for soil preparation or cultivation,8432 HS92,$16.1M,$8.17B,0.144,Machinery,16.1,8170,8.17,8432,2018,0.7042970000000001
Harvesting or agricultural machinery,8433 HS92,$45.1M,$21.0B,0.157,Machinery,45.1,21000,21,8433,2018,0.88012147
Dairy machinery,8434 HS92,$32.7M,$2.12B,1.13,Machinery,32.7,2120,2.12,8434,2018,0.6622281
Other agricultural machinery,8436 HS92,$27.1M,$7.67B,0.26,Machinery,27.1,7670,7.67,8436,2018,0.98651975
Machinery for processing grain,8437 HS92,$142M,$2.12B,4.91,Machinery,142,2120,2.12,8437,2018,0.39080703
Machinery for the industrial preparation of food or drink,8438 HS92,$378M,$14.1B,2,Machinery,378,14100,14.1,8438,2018,0.60932076
Machinery for making paper,8439 HS92,$136M,$5.05B,2.02,Machinery,136,5050,5.05,8439,2018,1.8149830000000002
Bookbinding machinery,8440 HS92,$166M,$947M,13.1,Machinery,166,947,0.947,8440,2018,1.1150103999999998
Other machinery for making paper,8441 HS92,$532M,$7.34B,5.5,Machinery,532,7340,7.34,8441,2018,1.2451136
Machinery for making printing components,8442 HS92,$98.1M,$1.53B,4.77,Machinery,98.1,1530,1.53,8442,2018,1.0425721
Printers and copiers,8443 HS92,$519M,$53.6B,0.722,Machinery,519,53600,53.6,8443,2018,1.4367881
Machines for preparing textile fibers,8445 HS92,$295M,$4.35B,5.01,Machinery,295,4350,4.35,8445,2018,0.92849517
Looms,8446 HS92,$78.2M,$2.19B,2.64,Machinery,78.2,2190,2.19,8446,2018,0.56804997
Knitting machines,8447 HS92,$48.9M,$2.87B,1.35,Machinery,48.9,2870,2.87,8447,2018,0.77975225
Auxiliary machinery for use with knitting and textile machines,8448 HS92,$387M,$5.28B,5.51,Machinery,387,5280,5.28,8448,2018,1.5927913999999999
Household- or laundry-type washing machines,8450 HS92,$13.1M,$13.4B,0.071,Machinery,13.1,13400,13.4,8450,2018,0.2524664
Machinery for processing fabrics,8451 HS92,$84.3M,$8.80B,0.722,Machinery,84.3,8800,8.8,8451,2018,1.2440554
Sewing machines,8452 HS92,$36.2M,$5.65B,0.513,Machinery,36.2,5650,5.65,8452,2018,0.31399440000000006
Machines used in metallurgy,8454 HS92,$184M,$2.94B,4.63,Machinery,184,2940,2.94,8454,2018,1.2710971000000002
Metal-rolling mills,8455 HS92,$25.0M,$4.60B,0.405,Machinery,25,4600,4.6,8455,2018,1.1941129
Machines for working materials by laser and similar means,8456 HS92,$1.22B,$7.31B,12.5,Machinery,1220,7310,7.31,8456,2018,1.5784818999999999
Machining centers for working metal,8457 HS92,$439M,$11.8B,3.05,Machinery,439,11800,11.8,8457,2018,2.5967371
Lathes for removing metal,8458 HS92,$178M,$7.70B,1.84,Machinery,178,7700,7.7,8458,2018,1.9059534
Machine tools for drilling by removing metal,8459 HS92,$127M,$3.63B,2.86,Machinery,127,3630,3.63,8459,2018,1.1280086
Machines with grinding stones for finishing metal,8460 HS92,$780M,$5.11B,11.8,Machinery,780,5110,5.11,8460,2018,1.9302126
Other machine tools for planing and cutting metals,8461 HS92,$244M,$2.64B,7.21,Machinery,244,2640,2.64,8461,2018,2.029954
Machine tools for molding and forging metals,8462 HS92,$378M,$10.2B,2.85,Machinery,378,10200,10.2,8462,2018,1.4962125
"Other machine tools for working metal, without removal",8463 HS92,$85.1M,$2.19B,3.01,Machinery,85.1,2190,2.19,8463,2018,0.88055176
Machine tools for working stone,8464 HS92,$63.4M,$2.76B,1.72,Machinery,63.4,2760,2.76,8464,2018,1.0962075
Machine tools for working wood,8465 HS92,$83.2M,$8.29B,0.791,Machinery,83.2,8290,8.29,8465,2018,1.1538897
Parts and accessories for metal working machines,8466 HS92,$1.02B,$20.2B,3.94,Machinery,1020,20200,20.2,8466,2018,1.4966196000000003
"Tools for hand working, pneumatic, hydraulic motors",8467 HS92,$105M,$8.25B,1.02,Machinery,105,8250,8.25,8467,2018,1.3099988999999999
Machinery for soldering,8468 HS92,$7.31M,$1.04B,0.53,Machinery,7.31,1040,1.04,8468,2018,0.7917814999999999
"Cash registers, calculators, etc.",8470 HS92,$5.80M,$4.87B,0.0944,Machinery,5.8,4870,4.87,8470,2018,0.38664743
Computers,8471 HS92,$377M,$264B,0.108,Machinery,377,264000,264,8471,2018,1.048768
Other office machines,8472 HS92,$24.3M,$4.54B,0.4,Machinery,24.3,4540,4.54,8472,2018,0.77346355
Parts and accessories for office machines,8473 HS92,$296M,$251B,0.0917,Machinery,296,251000,251,8473,2018,1.1629267
Machinery for working minerals,8474 HS92,$136M,$16.3B,0.617,Machinery,136,16300,16.3,8474,2018,0.37866613
Machines for assembling electric lamps,8475 HS92,$28.0M,$4.39B,0.485,Machinery,28,4390,4.39,8475,2018,1.8774176
Automatic goods-vending machines,8476 HS92,$26.3M,$1.78B,1.13,Machinery,26.3,1780,1.78,8476,2018,0.746927
Machinery for working rubber or plastics,8477 HS92,$674M,$27.7B,1.87,Machinery,674,27700,27.7,8477,2018,1.6055963
Machinery for preparing tobacco,8478 HS92,$5.93M,$1.99B,0.219,Machinery,5.93,1990,1.99,8478,2018,0.12923422
Machines n.e.c.,8479 HS92,$2.55B,$127B,1.53,Machinery,2550,127000,127,8479,2018,1.9265205
Molding boxes for metal foundry,8480 HS92,$365M,$19.0B,1.45,Machinery,365,19000,19,8480,2018,1.2437745
Appliances for thermostatically controlled valves,8481 HS92,$1.75B,$90.1B,1.44,Machinery,1750,90100,90.1,8481,2018,1.7603133999999998
Ball or roller bearings,8482 HS92,$167M,$33.2B,0.373,Machinery,167,33200,33.2,8482,2018,1.39514
Transmission shafts,8483 HS92,$801M,$58.2B,1.03,Machinery,801,58200,58.2,8483,2018,1.3840994
Gaskets and similar joints of metal sheeting,8484 HS92,$24.2M,$3.98B,0.457,Machinery,24.2,3980,3.98,8484,2018,1.4302688000000001
"Machinery parts, not containing electrical features, n.e.c.",8485 HS92,$208M,$10.6B,1.53,Machinery,208,10600,10.6,8485,2018,1.1990907
Electric motors and generators,8501 HS92,$1.53B,$54.4B,2.09,Electronics,1530,54400,54.4,8501,2018,0.97630244
Electric generating sets and rotary converters,8502 HS92,$28.0M,$21.0B,0.0981,Electronics,28,21000,21,8502,2018,0.6121462
Parts for use with electric generators,8503 HS92,$289M,$17.7B,1.22,Electronics,289,17700,17.7,8503,2018,0.8144898
Electrical transformers,8504 HS92,$952M,$88.7B,0.811,Electronics,952,88700,88.7,8504,2018,0.59495944
Electromagnets,8505 HS92,$131M,$8.87B,1.1,Electronics,131,8870,8.87,8505,2018,1.5558203000000002
Primary cells and primary batteries,8506 HS92,$58.7M,$7.71B,0.568,Electronics,58.7,7710,7.71,8506,2018,0.28181365
Batteries,8507 HS92,$114M,$52.5B,0.163,Electronics,114,52500,52.5,8507,2018,0.93095785
Vacuum cleaners,8508 HS92,$96.9M,$16.8B,0.425,Electronics,96.9,16800,16.8,8508,2018,1.3775841999999998
Electromechanical domestic appliances,8509 HS92,$58.9M,$21.6B,0.2,Electronics,58.9,21600,21.6,8509,2018,0.729787
Electric shavers and hair clippers,8510 HS92,$16.4M,$4.14B,0.292,Electronics,16.4,4140,4.14,8510,2018,1.0964489
Electrical ignition equipment,8511 HS92,$13.1M,$20.2B,0.0478,Electronics,13.1,20200,20.2,8511,2018,0.5211429
Electrical lighting equipment used for motor vehicles,8512 HS92,$78.2M,$33.4B,0.179,Electronics,78.2,33400,33.4,8512,2018,1.0543486
Portable electric lamps,8513 HS92,$3.01M,$3.17B,0.0581,Electronics,3.01,3170,3.17,8513,2018,0.3451267
Industrial electric furnaces,8514 HS92,$79.9M,$5.35B,1.13,Electronics,79.9,5350,5.35,8514,2018,1.7899987000000002
Electric soldering machines,8515 HS92,$527M,$11.9B,3.28,Electronics,527,11900,11.9,8515,2018,1.6572491999999999
Electric heaters,8516 HS92,$478M,$47.7B,0.738,Electronics,478,47700,47.7,8516,2018,0.6432613
Telephones,8517 HS92,$81.4M,$129B,0.0486,Electronics,81.4,129000,129,8517,2018,0.7486268
Microphones,8518 HS92,$51.9M,$36.6B,0.106,Electronics,51.9,36600,36.6,8518,2018,0.49805096
Sound reproducing apparatus,8519 HS92,$3.60M,$1.20B,0.225,Electronics,3.6,1200,1.2,8519,2018,0.72332877
Video recording apparatus,8521 HS92,$81.2M,$38.3B,0.163,Electronics,81.2,38300,38.3,8521,2018,0.80735004
Parts and accessories for video or sound equipment,8522 HS92,$5.13M,$2.02B,0.196,Electronics,5.13,2020,2.02,8522,2018,0.8644689
Sound storage media,8523 HS92,$143M,$46.1B,0.267,Electronics,143,46100,46.1,8523,2018,1.2813834
"Tapes, cassettes, records and compact disks",8524 HS92,$15.6M,$2.22B,0.54,Electronics,15.6,2220,2.22,8524,2018,0.9255450999999999
"Transmission apparatus for radio, telephone and TV",8525 HS92,$428M,$400B,0.0813,Electronics,428,400000,400,8525,2018,0.76559186
Radar,8526 HS92,$134M,$21.7B,0.471,Electronics,134,21700,21.7,8526,2018,1.297963
Reception apparatus for radio broadcasting,8527 HS92,$2.02M,$13.6B,0.0111,Electronics,2.02,13600,13.6,8527,2018,0.49596423
Monitors and projectors,8528 HS92,$73.1M,$79.6B,0.0685,Electronics,73.1,79600,79.6,8528,2018,0.04477127
"Parts of radios, telephones, and T.V.s",8529 HS92,$108M,$51.1B,0.173,Electronics,108,51100,51.1,8529,2018,0.8280473
Electric signal and traffic controls,8530 HS92,$24.6M,$2.64B,0.692,Electronics,24.6,2640,2.64,8530,2018,1.0923982
Electric sound or visual signaling apparatus,8531 HS92,$117M,$16.8B,0.54,Electronics,117,16800,16.8,8531,2018,0.93200934
Electrical capacitors,8532 HS92,$116M,$29.4B,0.319,Electronics,116,29400,29.4,8532,2018,1.0561295
Electrical resistors,8533 HS92,$109M,$10.3B,0.867,Electronics,109,10300,10.3,8533,2018,0.66443783
Electronic printed circuits,8534 HS92,$223M,$41.4B,0.471,Electronics,223,41400,41.4,8534,2018,1.0152638
Electrical apparatus for > 1k volts,8535 HS92,$668M,$8.47B,5.83,Electronics,668,8470,8.47,8535,2018,0.51808393
Electrical apparatus for < 1k volts,8536 HS92,$1.58B,$97.4B,1.22,Electronics,1580,97400,97.4,8536,2018,0.67012763
Electrical boards,8537 HS92,$810M,$66.3B,0.901,Electronics,810,66300,66.3,8537,2018,0.70356387
Parts for electrical apparatus,8538 HS92,$699M,$34.8B,1.5,Electronics,699,34800,34.8,8538,2018,1.002153
Electrical filament,8539 HS92,$28.6M,$8.91B,0.238,Electronics,28.6,8910,8.91,8539,2018,1.070601
"Thermionic, cold cathode or photocathode tubes",8540 HS92,$6.41M,$1.72B,0.286,Electronics,6.41,1720,1.72,8540,2018,0.53537375
Semiconductor devices,8541 HS92,$408M,$98.8B,0.329,Electronics,408,98800,98.8,8541,2018,1.0368165
Electronic integrated circuits,8542 HS92,$648M,$666B,0.0926,Electronics,648,666000,666,8542,2018,1.2197763000000001
Electrical machines with individual functions n.e.c.,8543 HS92,$482M,$51.8B,0.698,Electronics,482,51800,51.8,8543,2018,1.2826383999999997
Insulated electrical wire,8544 HS92,$729M,$129B,0.419,Electronics,729,129000,129,8544,2018,-0.43429694
Carbon articles for eletrical purposes,8545 HS92,$7.60M,$11.2B,0.05,Electronics,7.6,11200,11.2,8545,2018,0.6912159000000001
Electrical insulators of any material,8546 HS92,$84.1M,$2.44B,2.56,Electronics,84.1,2440,2.44,8546,2018,0.90010434
Insulating fittings for electrical machines,8547 HS92,$119M,$6.47B,1.35,Electronics,119,6470,6.47,8547,2018,0.95937943
Waste and scrap of batteries,8548 HS92,$12.0M,$11.5B,0.078,Electronics,12,11500,11.5,8548,2018,1.191905
Electric trains,8601 HS92,$8.62M,$1.00B,0.628,Vehicles,8.62,1000,1,8601,2018,0.663651
Other rail locomotives,8602 HS92,$1.97M,$1.34B,0.109,Vehicles,1.97,1340,1.34,8602,2018,-0.34071496
Self-propelled railway coaches,8603 HS92,$316M,$5.56B,4.14,Vehicles,316,5560,5.56,8603,2018,1.7817266999999999
Railway service vehicles,8604 HS92,$111M,$1.22B,6.78,Vehicles,111,1220,1.22,8604,2018,0.26072845
"Railway coaches, not self-propelled",8605 HS92,$67.9M,$2.30B,2.16,Vehicles,67.9,2300,2.3,8605,2018,0.8815513
"Railway cars, not self-propelled",8606 HS92,$24.0M,$2.76B,0.638,Vehicles,24,2760,2.76,8606,2018,-0.4615291
Parts of railway locomotives,8607 HS92,$316M,$11.8B,1.96,Vehicles,316,11800,11.8,8607,2018,0.6903928
Containers for multimodal transportation,8609 HS92,$7.31M,$9.92B,0.0452,Vehicles,7.31,9920,9.92,8609,2018,0.27026838
Tractors,8701 HS92,$68.2M,$56.9B,0.0876,Vehicles,68.2,56900,56.9,8701,2018,0.73345375
Buses,8702 HS92,$25.2M,$17.2B,0.107,Vehicles,25.2,17200,17.2,8702,2018,0.25396964
Cars,8703 HS92,$543M,$740B,0.0536,Vehicles,543,740000,740,8703,2018,1.1217324
Motor vehicles for transporting goods,8704 HS92,$155M,$135B,0.0838,Vehicles,155,135000,135,8704,2018,0.5715492
Special purpose motor vehicles,8705 HS92,$104M,$13.3B,0.578,Vehicles,104,13300,13.3,8705,2018,-0.07187679
Vehicle chassis fitted with engines,8706 HS92,$2.78M,$3.87B,0.0531,Vehicles,2.78,3870,3.87,8706,2018,0.87480533
Vehicle Bodies,8707 HS92,$3.05M,$9.22B,0.0242,Vehicles,3.05,9220,9.22,8707,2018,1.0837158000000002
Parts of motor vehicles,8708 HS92,$1.33B,$402B,0.245,Vehicles,1330,402000,402,8708,2018,1.2745831
Work trucks,8709 HS92,$6.12M,$1.70B,0.269,Vehicles,6.12,1700,1.7,8709,2018,0.54235005
Tanks and other armored fighting vehicles,8710 HS92,$166M,$4.80B,2.54,Vehicles,166,4800,4.8,8710,2018,-0.5757057
Motorcycles,8711 HS92,$99.0M,$26.6B,0.281,Vehicles,99,26600,26.6,8711,2018,0.67894113
Bicycles,8712 HS92,$6.23M,$8.39B,0.0647,Vehicles,6.23,8390,8.39,8712,2018,0.014582699
Wheelchairs,8713 HS92,$17.7M,$1.53B,0.922,Vehicles,17.7,1530,1.53,8713,2018,0.7976797
Parts of motorcycles or wheelchairs,8714 HS92,$82.9M,$18.9B,0.374,Vehicles,82.9,18900,18.9,8714,2018,0.9973536
Baby carriages,8715 HS92,$481k,$2.15B,0.0167,Vehicles,0.481,2150,2.15,8715,2018,0.38568804
Trailers and semi-trailers,8716 HS92,$35.0M,$28.9B,0.0893,Vehicles,35,28900,28.9,8716,2018,0.71276814
Other aircraft and spacecraft,8802 HS92,$1.29B,$157B,0.617,Vehicles,1290,157000,157,8802,2018,0.37157834
Parts of other aircraft,8803 HS92,$498M,$85.9B,0.43,Vehicles,498,85900,85.9,8803,2018,0.529875
Aircraft launching gear,8805 HS92,$25.6M,$1.89B,0.995,Vehicles,25.6,1890,1.89,8805,2018,0.1310239
Cargo ships and similar vessels,8901 HS92,$28.1M,$77.0B,0.0274,Vehicles,28.1,77000,77,8901,2018,-0.6682355
Fishing vessels,8902 HS92,$2.73k,$1.58B,0.0001,Vehicles,0.00273,1580,1.58,8902,2018,-1.2653621
Pleasure or sport boats,8903 HS92,$30.9M,$15.7B,0.16,Vehicles,30.9,15700,15.7,8903,2018,-0.057993934
"Special function vessels, n.e.c.",8905 HS92,$7.41M,$25.3B,0.0215,Vehicles,7.41,25300,25.3,8905,2018,-1.5639191
Other vessels,8906 HS92,$144k,$6.76B,0.0017,Vehicles,0.144,6760,6.76,8906,2018,-0.27284843
Other floating structures,8907 HS92,$972k,$1.25B,0.0571,Vehicles,0.972,1250,1.25,8907,2018,-0.26888102
Optical fibers,9001 HS92,$278M,$29.5B,0.741,Machinery,278,29500,29.5,9001,2018,0.91715246
Lenses and other optical elements,9002 HS92,$86.1M,$14.5B,0.52,Machinery,86.1,14500,14.5,9002,2018,1.3052031000000002
"Frames for spectacles, goggles",9003 HS92,$26.1M,$5.69B,0.354,Machinery,26.1,5690,5.69,9003,2018,0.22496684
Glasses,9004 HS92,$43.5M,$9.55B,0.353,Machinery,43.5,9550,9.55,9004,2018,0.8818504999999999
Binoculars and telescopes,9005 HS92,$33.3M,$1.34B,1.88,Machinery,33.3,1340,1.34,9005,2018,0.8333656999999999
Photographic cameras,9006 HS92,$27.4M,$2.82B,0.743,Machinery,27.4,2820,2.82,9006,2018,0.07155932
"Apparatus and equipment for photographic laboratories, n.e.c.",9010 HS92,$206M,$42.4B,0.362,Machinery,206,42400,42.4,9010,2018,1.447915
Optical microscopes,9011 HS92,$17.0M,$2.59B,0.487,Machinery,17,2590,2.59,9011,2018,1.0433029
"Microscopes, other than optical",9012 HS92,$50.0M,$3.15B,1.17,Machinery,50,3150,3.15,9012,2018,1.7115977
Liquid crystal devices,9013 HS92,$194M,$66.5B,0.25,Machinery,194,66500,66.5,9013,2018,1.2414355
Navigational instruments,9014 HS92,$52.0M,$7.64B,0.512,Machinery,52,7640,7.64,9014,2018,0.35641107
Surveying instruments,9015 HS92,$511M,$8.55B,4.46,Machinery,511,8550,8.55,9015,2018,-0.03493554
Drafting tables and machines,9017 HS92,$56.8M,$2.40B,1.77,Machinery,56.8,2400,2.4,9017,2018,1.4597403999999998
Medical instruments,9018 HS92,$3.83B,$120B,2.36,Machinery,3830,120000,120,9018,2018,0.7871005
Therapy applicances,9019 HS92,$265M,$12.4B,1.59,Machinery,265,12400,12.4,9019,2018,0.95956486
Other breathing appliances and gas masks,9020 HS92,$2.25M,$1.72B,0.0978,Machinery,2.25,1720,1.72,9020,2018,0.71539664
Orthopedic appliances,9021 HS92,$6.33B,$58.3B,8,Machinery,6330,58300,58.3,9021,2018,1.2289115
X-ray machines,9022 HS92,$314M,$22.8B,1.01,Machinery,314,22800,22.8,9022,2018,1.3799192
Instruments designed for demonstrational purposes,9023 HS92,$47.4M,$3.19B,1.1,Machinery,47.4,3190,3.19,9023,2018,0.81506926
Machines for testing the mechanical properties of materials,9024 HS92,$87.8M,$2.51B,2.62,Machinery,87.8,2510,2.51,9024,2018,1.7189153000000001
"Thermometers, hydrometers etc.",9025 HS92,$120M,$5.55B,1.61,Machinery,120,5550,5.55,9025,2018,1.1008373
Instruments for measuring properties of liquids or gases,9026 HS92,$1.13B,$22.8B,3.66,Machinery,1130,22800,22.8,9026,2018,1.4642305
Instruments for physical or chemical analysis,9027 HS92,$1.80B,$44.6B,2.98,Machinery,1800,44600,44.6,9027,2018,1.7016151000000002
"Gas, liquid or electricity meters",9028 HS92,$41.8M,$7.89B,0.39,Machinery,41.8,7890,7.89,9028,2018,0.2705808
Meters,9029 HS92,$72.1M,$8.60B,0.629,Machinery,72.1,8600,8.6,9029,2018,1.2975037
Instruments for measuring electricity,9030 HS92,$289M,$24.9B,0.892,Machinery,289,24900,24.9,9030,2018,1.4446125
Measuring instruments,9031 HS92,$1.20B,$47.0B,1.94,Machinery,1200,47000,47,9031,2018,1.8525183
Automatic regulating instruments,9032 HS92,$251M,$35.2B,0.526,Machinery,251,35200,35.2,9032,2018,1.3912215
Other parts for machines and appliances,9033 HS92,$64.2M,$2.77B,1.78,Machinery,64.2,2770,2.77,9033,2018,0.9759652
Watches with precious metal,9101 HS92,$7.49B,$14.2B,42.3,Machinery,7490,14200,14.2,9101,2018,0.43705332
Watches,9102 HS92,$13.6B,$24.7B,42.1,Machinery,13600,24700,24.7,9102,2018,0.2934295
Other clocks,9105 HS92,$49.9M,$1.20B,3.13,Machinery,49.9,1200,1.2,9105,2018,0.9884122
"Watch movements, complete",9108 HS92,$221M,$1.32B,13.1,Machinery,221,1320,1.32,9108,2018,1.507992
Watch cases and parts,9111 HS92,$156M,$1.26B,10.8,Machinery,156,1260,1.26,9111,2018,0.6176348
Watch straps,9113 HS92,$283M,$1.76B,12.8,Machinery,283,1760,1.76,9113,2018,0.068200335
Other clock or watch parts,9114 HS92,$408M,$1.77B,18.5,Machinery,408,1770,1.77,9114,2018,0.7595831000000001
"Musical instruments, electric",9207 HS92,$908k,$2.04B,0.033,Machinery,0.908,2040,2.04,9207,2018,0.071685895
Parts of musical instruments,9209 HS92,$4.66M,$1.39B,0.264,Machinery,4.66,1390,1.39,9209,2018,1.0184666
Other firearms,9303 HS92,$3.44M,$1.30B,0.193,Machinery,3.44,1300,1.3,9303,2018,0.51894957
Parts of military weapons,9305 HS92,$55.6M,$1.86B,2.23,Machinery,55.6,1860,1.86,9305,2018,0.8523542
Munitions of war,9306 HS92,$150M,$7.50B,1.47,Machinery,150,7500,7.5,9306,2018,0.26247022
Seats,9401 HS92,$116M,$81.4B,0.105,Textiles,116,81400,81.4,9401,2018,0.17880575
"Medical, dental or veterinary furniture",9402 HS92,$32.6M,$3.95B,0.626,Textiles,32.6,3950,3.95,9402,2018,0.63944817
Other furniture and parts,9403 HS92,$409M,$86.3B,0.351,Textiles,409,86300,86.3,9403,2018,0.4143791
Mattresses and bedding,9404 HS92,$37.8M,$17.1B,0.162,Textiles,37.8,17100,17.1,9404,2018,-0.63712907
Lamps,9405 HS92,$128M,$50.0B,0.189,Textiles,128,50000,50,9405,2018,0.45698649999999996
Prefabricated buildings,9406 HS92,$41.5M,$8.43B,0.362,Textiles,41.5,8430,8.43,9406,2018,0.2032622
Toys,9503 HS92,$28.6M,$45.4B,0.0471,Machinery,28.6,45400,45.4,9503,2018,0.25455493
Games,9504 HS92,$8.25M,$30.1B,0.0204,Machinery,8.25,30100,30.1,9504,2018,0.70813686
Christmas and other festivity articles,9505 HS92,$6.29M,$7.35B,0.0524,Machinery,6.29,7350,7.35,9505,2018,-0.5784646
Sports equipment,9506 HS92,$73.1M,$25.3B,0.228,Machinery,73.1,25300,25.3,9506,2018,0.6164095
Fishing and hunting equipment,9507 HS92,$1.20M,$3.14B,0.0286,Machinery,1.2,3140,3.14,9507,2018,-0.53400356
Brooms and mops,9603 HS92,$182M,$9.40B,1.43,Machinery,182,9400,9.4,9603,2018,-0.28608814
Buttons,9606 HS92,$2.62M,$1.69B,0.135,Machinery,2.62,1690,1.69,9606,2018,-0.19313818
Slide fasteners,9607 HS92,$89.8M,$2.93B,2.67,Machinery,89.8,2930,2.93,9607,2018,0.24992204
Pens,9608 HS92,$103M,$6.20B,1.24,Machinery,103,6200,6.2,9608,2018,0.6833669
"Pencils, crayons, pastels, etc.",9609 HS92,$9.05M,$1.60B,0.418,Machinery,9.05,1600,1.6,9609,2018,-0.34850636
Typewriter ribbons and ink pads,9612 HS92,$2.20M,$1.49B,0.111,Machinery,2.2,1490,1.49,9612,2018,0.96299696
Cigarette lighters,9613 HS92,$3.97M,$1.74B,0.17,Machinery,3.97,1740,1.74,9613,2018,0.20083946
Paintings and drawings,9701 HS92,$1.49B,$20.8B,5.32,Textiles,1490,20800,20.8,9701,2018,0.20944797
Sculptures,9703 HS92,$421M,$4.50B,7.04,Textiles,421,4500,4.5,9703,2018,-0.34504384
Antiques >100 years,9706 HS92,$191M,$2.84B,5.1,Textiles,191,2840,2.84,9706,2018,-1.3659135
Horses,0101 HS92,$12.8M,$3.34B,0.276,Agriculture,12.8,3340,3.34,0101,2019,0.451933
Bovine,0102 HS92,$274k,$9.17B,0.0021,Agriculture,0.274,9170,9.17,0102,2019,-0.5739734
Swine,0103 HS92,$172k,$4.21B,0.0028,Agriculture,0.172,4210,4.21,0103,2019,0.66273344
Sheep,0104 HS92,$5.11k,$1.88B,0.0002,Agriculture,0.00511,1880,1.88,0104,2019,-1.5182348
Fowl,0105 HS92,$731k,$3.14B,0.0161,Agriculture,0.731,3140,3.14,0105,2019,-0.001832097
Beef,0201 HS92,$217k,$22.9B,0.0007,Agriculture,0.217,22900,22.9,0201,2019,-0.48336968
Beef (frozen),0202 HS92,$698k,$26.5B,0.0018,Agriculture,0.698,26500,26.5,0202,2019,-0.83152366
Pork,0203 HS92,$2.72M,$31.8B,0.0059,Agriculture,2.72,31800,31.8,0203,2019,0.8666736999999999
Lamb,0204 HS92,$54.4k,$7.41B,0.0005,Agriculture,0.0544,7410,7.41,0204,2019,-1.6200368
Edible offal,0206 HS92,$6.83M,$8.04B,0.0617,Agriculture,6.83,8040,8.04,0206,2019,-0.31915838
Poultry,0207 HS92,$5.26M,$26.3B,0.014,Agriculture,5.26,26300,26.3,0207,2019,0.016228299999999998
Other meat,0208 HS92,$377k,$743M,0.0356,Agriculture,0.377,743,0.743,0208,2019,-0.47225565
Preserved meat,0210 HS92,$52.3M,$4.53B,0.802,Agriculture,52.3,4530,4.53,0210,2019,0.46231353
Live Fish,0301 HS92,$1.35M,$2.24B,0.0517,Agriculture,1.35,2240,2.24,0301,2019,-1.3214848
"Fish, excluding fillets",0302 HS92,$160k,$21.2B,0.0006,Agriculture,0.16,21200,21.2,0302,2019,-1.4514589
"Frozen fish, excluding fillets",0303 HS92,$2.45M,$25.0B,0.0079,Agriculture,2.45,25000,25,0303,2019,-1.8156548
Fish fillets,0304 HS92,$1.59M,$25.1B,0.0047,Agriculture,1.59,25100,25.1,0304,2019,-1.3953454
Preserved fish,0305 HS92,$3.23M,$6.28B,0.0376,Agriculture,3.23,6280,6.28,0305,2019,-1.5504352
Crustaceans,0306 HS92,$886k,$26.4B,0.0024,Agriculture,0.886,26400,26.4,0306,2019,-1.8659728
Molluscs,0307 HS92,$598k,$10.5B,0.0042,Agriculture,0.598,10500,10.5,0307,2019,-2.0024252
Milk,0401 HS92,$10.1M,$8.98B,0.0788,Agriculture,10.1,8980,8.98,0401,2019,-0.010840131
"Milk, concentrated",0402 HS92,$56.3M,$20.5B,0.198,Agriculture,56.3,20500,20.5,0402,2019,-0.74617183
Fermented milk products,0403 HS92,$22.5M,$4.48B,0.354,Agriculture,22.5,4480,4.48,0403,2019,-0.20953412
Whey,0404 HS92,$22.3M,$4.40B,0.352,Agriculture,22.3,4400,4.4,0404,2019,0.7251425
Butter,0405 HS92,$3.10M,$9.47B,0.0227,Agriculture,3.1,9470,9.47,0405,2019,0.16785094
Cheese,0406 HS92,$645M,$31.5B,1.43,Agriculture,645,31500,31.5,0406,2019,0.040682256
